790;Black Hole Eclipse;White Z-Move;Reduces the opponetn's Z-Move gauge by two thirds of its max value;374;96
791;Miss;Red;;10;4
792;Feint Attack;White;;585;20
793;Assist;Purple;A random Pokémon on your bench other than Liepard spins. The attack that is spun takes the place of this attack;266;24
794;Feint Attack;White;;419;20
795;Dodge;Blue;;10;28
796;Black Hole Eclipse;White Z-Move;Reduces the opponetn's Z-Move gauge by two thirds of its max value;446;96
797;Cut;White;;314;24
798;Rock Smash;White;;546;24
799;Surf;White;;444;20
800;Miss;Red;;10;4
801;Strength;White;;550;24
802;Breakneck Blitz;White Z-Move;Pokémon knocked out by this Attack's damage are temporarily excluded from the duel, returning to the bench 7 turns later.;484;96
803;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;492;96
804;Miss;Red;;10;8
805;Water Gun;White;;311;16
806;Water Gun;White;;311;48
807;Hypnosis;Purple;The battle opponent falls asleep;321;24
808;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;437;96
809;Miss;Red;;10;8
810;Spiky Shield;Purple;The battle opponent is knocked 2 steps back and gains Wait 3;337;40
811;Miss;Red;;10;8
812;Hammer Arm;White;This Pokémon gains Wait;479;40
813;All-Out Pummelling;White Z-Move;Attaches a Cracked marker to opposing Pokémon in a straight line directly behind the battle opponent;351;96
814;Bloom Doom;White Z-Move;Removes all special conditions from your Pokémon;486;96
815;Miss;Red;;10;4
816;Tackle;White;;422;24
817;Take Down ;White;;570;20
818;Harden;White;If the damage inflicted onto this Pokémon is 100 or less, this Pokémon does not faint.;388;28
819;Protect;Blue;This Pokémon gains Wait.;10;20
820;Continental Crush;Purple Z-Move;The battle opponent and opposing Pokémon adjacent to the battle opponent gain Wait 9;410;96
821;Corkscrew Crash;White Z-Move;If the battle opponent is knocked out, then after the battle, this Pokémon moves to a point 2 steps away;431;96
822;Bite;White;;499;28
823;Miss;Red;;10;8
824;Poison Sting;Purple;The battle opponent becomes poisoned.;275;28
825;Miss;Red;;10;8
826;Protect;Blue;This Pokémon gains Wait;10;24
827;Acid Downpour;White Z-Move;All opposing Pokémon on the field spin. Those that spin White Attacks become Poisoned.;383;96
828;Savage Spin-Out;White Z-Move;Attaches a MP-2 marker to opposing Pokémon within 2 steps.;365;96
829;Protect;Blue;This Pokémon gains Wait;10;8
830;Rock Slide;White;All neigbour Pokémon spin - those that miss are knocked out;530;56
831;Miss;Red;;10;4
832;Dig;Purple;This Pokémon moves away from any Pokémon attached to it.;334;28
833;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;443;96
834;Continental Crush;Purple Z-Move;The battle opponent and opposing Pokémon adjacent to the battle opponent gain Wait 9;423;96
835;Scary Face;Purple;The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait.;272;20
836;Slash;White;;518;44
837;Scary Face;Purple;The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait.;284;20
838;Miss;Red;;10;12
839;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;405;96
840;Devastating Drake;Purple Z-Move;A Pokémon on the field spins. If it spins a Miss or a White Attack of 120 damage or more, it is knocked out;423;96
841;Arm Thrust;White;Spin again until Arm Thrust does not land - damage is multiplied by the number of Arm Thrust spins. If the number of attacks spun was 2 or more, this Pokémon cannot be knocked out;416;40
842;Karate Chop;White;;436;20
843;Parting Shot;Purple;This Pokémon may switch with a Pokémon on your bench. The battle opponent now has Wait.;318;28
844;Miss;Red;;10;8
845;All-Out Pummelling;White Z-Move;Attaches a Cracked marker to opposing Pokémon in a straight line directly behind the battle opponent;541;96
846;Miss;Red;;10;4
847;Needle Arm;White;The battle opponent gains Wait;450;20
848;Mud Shot;White;Attach MP-1 marker to the battle opponent.;407;32
849;Needle Arm;White;The battle opponent gains Wait;514;20
850;Protect;Blue;This Pokémon gains Wait;10;20
851;Bloom Doom;White Z-Move;Removes all special conditions from your Pokémon;310;96
852;Miss;Red;;10;8
853;Rollout;White;Spin again until Rollout does not land - damage is multiplied by the number of Rollout spins;368;40
854;Miss;Red;;10;8
855;Landslide;Purple;The battle opponent is knocked 1 step back and gains Wait;280;40
856;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;409;96
857;Continental Crush;Purple Z-Move;The battle opponent and opposing Pokémon adjacent to the battle opponent gain Wait 9;422;96
858;Miss;Red;;10;8
859;Smog;Purple;The battle opponent is poisoned.;292;44
860;Miss;Red;;10;4
861;Sludge;White;If this Pokémon is knocked out, the battle opponent becomes poisoned;567;40
862;Acid Downpour;White Z-Move;All opposing Pokémon on the field spin. Those that spin White Attacks become Poisoned.;410;96
863;Destiny Bond;White;If this Pokémon is knocked out, so is the battle opponent;543;32
864;Astonish;White;;472;48
865;Miss;Red;;10;16
866;Acid Downpour;White Z-Move;All opposing Pokémon on the field spin. Those that spin White Attacks become Poisoned.;506;96
867;Never-Ending Nightmare;White Z-Move;All opposing Pokémon on the field spin. Those that spin White Attacks get an MP-1 marker.;307;96
868;Peck;White;;536;28
869;Hypnosis;Purple;The battle opponent falls asleep;349;32
870;Peck;White;;358;28
871;Miss;Red;;10;8
872;Breakneck Blitz;White Z-Move;Pokémon knocked out by this Attack's damage are temporarily excluded from the duel, returning to the bench 7 turns later.;434;96
873;Supersonic Skystrike;White Z-Move;Any Pokémon adjacent to the battle opponent other than this Pokémon spin. Those that spin White Attacks move to the bench. This Pokémon gains Wait 3.;411;96
874;Harden;White;If the battle opponent spins an Attack of 100 damage or less, this Pokémon is not knocked out. While this Pokémon is on the field, the Attacks of this Pokémon, other than Harden, deal +10 damage;442;68
875;Tackle;White;;481;24
876;Miss;Red;;10;4
877;Savage Spin-Out;White Z-Move;Attaches a MP-2 marker to opposing Pokémon within 2 steps.;328;96
878;Miss;Red;;10;4
879;Flamethrower;White;The battle opponent is now burned.;534;24
880;Miss;Red;;10;4
881;Conceal;White;If the damage inflicted onto this Pokémon is 100 or less, this Pokémon does not faint.;333;64
882;Devastating Drake;Purple Z-Move;A Pokémon on the field spins. If it spins a Miss or a White Attack of 120 damage or more, it is knocked out;444;96
883;Miss;Red;;10;8
884;Tentacle Barrage;White;This move's damage is boosted by the number of Pokémon on the field that know moves that can cause Poison or Toxic status effect, plus 10.<br>If this Pokémon faints, the battle opponent will become Poisoned;459;52
885;Miss;Red;;10;4
886;Poison Sting;Purple;The battle opponent becomes poisoned.;279;32
887;Acid Downpour;White Z-Move;All opposing Pokémon on the field spin. Those that spin White Attacks become Poisoned.;446;96
888;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;595;96
889;Dodge;Blue;;10;4
890;Thunder Shock;White;;331;60
891;Miss;Red;;10;32
892;Gigavolt Havoc;White Z-Move;The battle opponent and a succession of Pokémon adjacent to the battle opponent (other than this Pokémon) become paralyzed;499;96
893;Miss;Red;;10;12
894;Fury Swipes;White;Spin again until Fury Swipes does not land - damage is multiplied by the number of Fury Swipes spins;587;40
895;Dodge;Blue;;10;12
896;Mid-Air Strike;White;Opponent Pokémon is pushed back one space. This Pokémon gains Wait;486;32
897;All-Out Pummelling;White Z-Move;Attaches a Cracked marker to opposing Pokémon in a straight line directly behind the battle opponent;382;96
898;Inferno Overdrive;White Z-Move;The battle opponent and the Pokémon in a straight line directly behind it become burned.;305;96
899;Miss;Red;;10;4
900;Tackle;White;;300;28
901;Miss;Red;;10;4
902;Bite;White;;595;28
903;Miss;Red;;10;4
904;Withdraw;Blue;This Pokémon gains Wait;10;28
905;Bloom Doom;White Z-Move;Removes all special conditions from your Pokémon;353;96
906;Miss;Red;;10;4
907;Dodge;Blue;;10;8
908;Water Gun;White;;349;40
909;Dodge;Blue;;10;8
910;Rapid Spin;White;Spin again until Rapid Spin does not land - damage is multiplied by the number of Rapid Spin spins;442;36
911;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;329;96
912;Miss;Red;;10;8
913;Hyper Beam;White;If the battle opponent is knocked out, the next turn will always be the other player's;566;52
914;Miss;Red;;10;8
915;Storm;Purple;All neighbour Pokémon are moved to the bench and gain Wait.;282;28
916;Supersonic Skystrike;White Z-Move;Any Pokémon adjacent to the battle opponent other than this Pokémon spin. Those that spin White Attacks move to the bench. This Pokémon gains Wait 3.;435;96
917;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;578;96
918;Miss;Red;;10;8
919;Water Gun;White;;421;32
920;Toxic Spikes;Purple;The battle opponent becomes poisoned. This Pokémon retreats one step;336;32
921;Miss;Red;;10;4
922;Dodge;Blue;;10;20
923;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;480;96
924;Miss;Red;;10;8
925;Hydro Pump;White;;507;24
926;Miss;Red;;10;8
927;Metal Claw;White;;374;56
928;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;586;96
929;Quick Attack;Gold;;427;24
930;Miss;Red;;10;4
931;Fly;Purple;This Pokémon jumps over the battle opponent and lands 1-2 steps away;373;24
932;Aerial Ace;White;;593;44
933;Breakneck Blitz;White Z-Move;Pokémon knocked out by this Attack's damage are temporarily excluded from the duel, returning to the bench 7 turns later.;369;96
934;Supersonic Skystrike;White Z-Move;Any Pokémon adjacent to the battle opponent other than this Pokémon spin. Those that spin White Attacks move to the bench. This Pokémon gains Wait 3.;325;96
935;Hammer Arm;White;This Pokémon gains Wait;372;36
936;Tractor;Blue;You may knock this Pokémon 1 step back and move the battle opponent to this Pokémon's previous location. If you do, the battle opponent gains Wait.;10;28
937;Ice Punch;White;If this Pokémon is knocked out, the battle opponent becomes frozen;331;20
938;Miss;Red;;10;12
939;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;403;96
940;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;445;96
941;Thunder Wave;Purple;The battle opponent becomes paralyzed.;318;36
942;Thunder Punch;White;If this Pokémon is knocked out, the battle opponent becomes Paralyzed.;368;48
943;Miss;Red;;10;12
944;Gigavolt Havoc;White Z-Move;The battle opponent and a succession of Pokémon adjacent to the battle opponent (other than this Pokémon) become paralyzed;556;96
945;Miss;Red;;10;4
946;Dodge;Blue;;10;28
947;Hydro Pump;White;;387;20
948;Miss;Red;;10;4
949;Water Shuriken;Gold;Spin again until Water Shuriken attack does not land - damage is multiplied by the number of Water Shuriken Attack spins. An opponent next to the target spins, and if it spins a Purple Attack, then it is knocked out;556;40
950;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;309;96
951;Black Hole Eclipse;White Z-Move;Reduces the opponetn's Z-Move gauge by two thirds of its max value;564;96
952;Miss;Red;;10;8
953;Electric Blast;Purple;All Pokémon adjacent to the opponent Pokémon are Paralysed;314;32
954;Miss;Red;;10;8
955;Thunder Punch;White;If this Pokémon is knocked out when it uses this attack, the battle opponent becomes paralyzed.;392;48
956;Gigavolt Havoc;White Z-Move;The battle opponent and a succession of Pokémon adjacent to the battle opponent (other than this Pokémon) become paralyzed;344;96
957;Miss;Red;;10;12
958;Horn Drill;Purple;The battle opponent is Knocked Out;253;28
959;Miss;Red;;10;8
960;Stomp;White;;493;48
961;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;403;96
962;Continental Crush;Purple Z-Move;The battle opponent and opposing Pokémon adjacent to the battle opponent gain Wait 9;424;96
963;Miss;Red;;10;4
964;Dragon Claw;White;;494;16
965;Draco Meteor;Purple;One other Pokémon on the field spins - if they spin a miss or a white attack of 70 damage or more, they are knocked out;284;28
966;Dragon Claw;White;;570;16
967;Miss;Red;;10;4
968;Fly Away;Purple;This Pokémon jumps over the battle opponent and lands on a surrounding point;366;28
969;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;413;96
970;Devastating Drake;Purple Z-Move;A Pokémon on the field spins. If it spins a Miss or a White Attack of 120 damage or more, it is knocked out;413;96
971;Fury Swipes;White;Spin again until Fury Swipes does not land - damage is multiplied by the number of Fury Swipes spins;427;32
972;Taunt;Purple;If this Pokémon or the opponent Pokémon spins purple, they must respin for that turn.;322;24
973;Scratch;White;;310;32
974;Miss;Red;;10;8
975;Black Hole Eclipse;White Z-Move;Reduces the opponetn's Z-Move gauge by two thirds of its max value;344;96
976;Miss;Red;;10;4
977;Air Slash;White;The battle opponent gains Wait;395;24
978;Double-Edge;Purple;This Pokémon and the battle opponent are knocked out;314;16
979;Mach Punch;Gold;;412;24
980;Light Screen;Purple;;362;28
981;Supersonic Skystrike;White Z-Move;Any Pokémon adjacent to the battle opponent other than this Pokémon spin. Those that spin White Attacks move to the bench. This Pokémon gains Wait 3.;477;96
982;Savage Spin-Out;White Z-Move;Attaches a MP-2 marker to opposing Pokémon within 2 steps.;437;96
983;Miss;Red;;10;8
984;Round;White;Damage is multiplied by the number of your own Pokémon on the field that also have Round;486;44
985;Moonblast;White;;455;24
986;Dodge;Blue;;10;20
987;Twinkle Tackle;Purple Z-Move;Moves the battle opponent to the bench;404;96
988;Miss;Red;;10;4
989;Thrash;White;This Pokémon becomes confused;340;64
990;Bite;White;;374;16
991;Protect;Blue;This Pokémon gains Wait;10;12
992;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;438;96
993;Continental Crush;Purple Z-Move;The battle opponent and opposing Pokémon adjacent to the battle opponent gain Wait 9;450;96
994;Miss;Red;;10;8
995;Sing;Purple;The battle opponent falls asleep;250;40
996;Pound;White;;492;48
997;Breakneck Blitz;White Z-Move;Pokémon knocked out by this Attack's damage are temporarily excluded from the duel, returning to the bench 7 turns later.;432;96
998;Twinkle Tackle;Purple Z-Move;Moves the battle opponent to the bench;410;96
999;Miss;Red;;10;8
1000;Dodge;Blue;;10;20
1001;Razor Leaf;White;;532;40
1002;Grass Whistle;Purple;The battle opponent falls asleep;294;28
1003;Bloom Doom;White Z-Move;Removes all special conditions from your Pokémon;413;96
1004;Scary Face;Purple;The opponent is moved 1 step behind this Pokémon The battle opponent gains Wait;277;28
1005;Miss;Red;;10;20
1006;Bite;White;;533;48
1007;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;529;96
1008;Miss;Red;;10;8
1009;Lick;White;If this Pokémon is knocked out, the battle opponent becomes paralyzed;595;48
1010;Miss;Red;;10;8
1011;Eats Anything;Purple;Switches one of the opponent's plates from unused to used. When this Pokémon (or a Pokémon that evolved from this Pokémon) leaves the field, return as many plates as were switched to be used with this Attack since this Pokémon entered the field back to unused;285;32
1012;Breakneck Blitz;White Z-Move;Pokémon knocked out by this Attack's damage are temporarily excluded from the duel, returning to the bench 7 turns later.;380;96
1013;Fake Out;Purple;This Pokémon switches places with its battle opponent;397;28
1014;All-Out Pummelling;White Z-Move;Attaches a Cracked marker to opposing Pokémon in a straight line directly behind the battle opponent;406;96
1015;Miss;Red;;10;4
1016;Extrasensory;White;;457;24
1017;Confuse Ray;Purple;The battle opponent becomes confused.;394;20
1018;Heavy Slam;White;If the battle opponent has MP3 or more, this Pokémon will not get damanged and will knock out the battle opponent;540;48
1019;Corkscrew Crash;White Z-Move;If the battle opponent is knocked out, then after the battle, this Pokémon moves to a point 2 steps away;483;96
1020;Shattered Psyche;White Z-Move;If this Pokémon is on the field, this Pokémon moves to a point 3 steps away after battle;465;96
1021;Leech Life;White;;386;28
1022;Bite;White;;342;24
1023;Confuse Ray;Purple;;365;24
1024;Miss;Red;;10;20
1025;Supersonic Skystrike;White Z-Move;Any Pokémon adjacent to the battle opponent other than this Pokémon spin. Those that spin White Attacks move to the bench. This Pokémon gains Wait 3.;522;96
1026;Acid Downpour;White Z-Move;All opposing Pokémon on the field spin. Those that spin White Attacks become Poisoned.;513;96
1027;Rock Wrecker;Purple;Knock out 1 of your opponent's Flying-type Pokémon within 2 steps. (When using the Long Barrel plate: "Knock out 1 of your opponent's Fire, Ice, Flying or Bug-type Pokémon that are 2 or 3 steps away.);340;28
1028;Miss;Red;;10;4
1029;Bulldozer;Blue;This Pokémon knocks the battle opponent one step back and claims its previous spot;10;28
1030;Miss;Red;;10;4
1031;Rock Blast;White;Spin again until Rock Blast does not land - damage is multiplied by the number of Rock Blast spins;482;28
1032;Miss;Red;;10;4
1033;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;433;96
1034;Continental Crush;Purple Z-Move;The battle opponent and opposing Pokémon adjacent to the battle opponent gain Wait 9;445;96
1035;Miss;Red;;10;8
1036;Dodge;Blue;;10;20
1037;Water Slide;Purple;The battle opponent is knocked 1 step back and gains Wait;285;28
1038;Surf;White;;481;40
1039;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;475;96
1040;Dodge;Blue;;10;20
1041;Thunder Jolt;White;If this Pokémon is knocked out when using this move, the battle opponent becomes paralyzed.;350;40
1042;Quick Attack;Gold;;427;28
1043;Miss;Red;;10;8
1044;Gigavolt Havoc;White Z-Move;The battle opponent and a succession of Pokémon adjacent to the battle opponent (other than this Pokémon) become paralyzed;467;96
1045;Mud Shot;White;Attach MP-1 marker to the battle opponent.;519;44
1046;Muddy Water;Purple;The battle opponent and one neighbor Pokémon directly behind it are knocked 1 step back and gain Wait.;337;24
1047;Protect;Blue;This Pokémon gains Wait;10;16
1048;Miss;Red;;10;12
1049;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;403;96
1050;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;388;96
1051;Miss;Red;;10;8
1052;Fire Fang;White;The battle opponent is now burned. The battle opponent gains Wait;425;20
1053;Dragon Rush;White;;443;36
1054;Miss;Red;;10;4
1055;Double Flight;Purple;This Pokémon jumps over the battle opponent and lands on a surrounding point. If the opposing Pokémon is affected by a special condition, it is knocked out. After moving, this Pokémon may attack an opposing Pokémon again, but just once.;327;28
1056;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;441;96
1057;Devastating Drake;Purple Z-Move;A Pokémon on the field spins. If it spins a Miss or a White Attack of 120 damage or more, it is knocked out;421;96
1058;Miss;Red;;10;4
1059;Ice Beam;White;If this Pokémon is knocked out when using this move, the battle opponent becomes frozen;364;20
1060;Aqua Jet;Gold;;389;32
1061;Miss;Red;;10;8
1062;Hydro Pump;White;;400;32
1063;Corkscrew Crash;White Z-Move;If the battle opponent is knocked out, then after the battle, this Pokémon moves to a point 2 steps away;451;96
1064;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;305;96
1065;Miss;Red;;10;8
1066;Dynamic Punch;White;;574;36
1067;R;Red;;10;8
1068;Double Slap;White;Spin again - if Double Slap is spun, it deals 20+ damage;521;44
1069;All-Out Pummelling;White Z-Move;Attaches a Cracked marker to opposing Pokémon in a straight line directly behind the battle opponent;434;96
1070;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;309;96
1071;Crunch;White;;517;24
1072;Bite;White;;342;32
1073;Hide;Blue;If one of your own Pokémon neighbours this Pokémon, the two switch places;10;32
1074;Miss;Red;;10;8
1075;Black Hole Eclipse;White Z-Move;Reduces the opponetn's Z-Move gauge by two thirds of its max value;590;96
1076;Dodge;Blue;;10;4
1077;Bite;White;;322;20
1078;Thunder Fang;White;If this Pokémon is knocked out, the battle opponent becomes Paralyzed.;600;32
1079;Bite;White;;328;20
1080;Dodge;Blue;;10;4
1081;Miss;Red;;10;16
1082;Gigavolt Havoc;White Z-Move;The battle opponent and a succession of Pokémon adjacent to the battle opponent (other than this Pokémon) become paralyzed;326;96
1083;Psychic;White;;573;24
1084;Sleepwalk;Purple;The battle opponent falls asleep. You may move one Pokémon that is asleep to a point within its MP range. The moved Pokémon gains Wait.;333;36
1085;Psybeam;White;If this Pokémon is knocked out, the battle opponent becomes confused.;548;24
1086;Miss;Red;;10;12
1087;Shattered Psyche;White Z-Move;If this Pokémon is on the field, this Pokémon moves to a point 3 steps away after battle;309;96
1088;Splash;White;;324;48
1089;Flail;White;;556;44
1090;Miss;Red;;10;4
1091;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;561;96
1092;Vine Whip;White;;541;28
1093;Razor Leaf;White;;546;24
1094;Sleep Powder;Purple;The battle opponent falls asleep.;250;28
1095;Miss;Red;;10;16
1096;Acid Downpour;White Z-Move;All opposing Pokémon on the field spin. Those that spin White Attacks become Poisoned.;444;96
1097;Bloom Doom;White Z-Move;Removes all special conditions from your Pokémon;399;96
1098;Power Zap;White;If this Pokémon is knocked out, the battle opponent becomes paralyzed;302;52
1099;Quick Attack;Gold;;458;20
1100;Miss;Red;;10;24
1101;Gigavolt Havoc;White Z-Move;The battle opponent and a succession of Pokémon adjacent to the battle opponent (other than this Pokémon) become paralyzed;472;96
1102;Quick Attack;Gold;;396;16
1103;Miss;Red;;10;8
1104;Teleport;Purple;This Pokémon moves 2 steps away;365;16
1105;Miss;Red;;10;8
1106;Quick Attack;Gold;;342;16
1107;Future Sight;Purple;This Pokémon and optionally the opponent Pokémon may respin one time.;322;32
1108;Supersonic Skystrike;White Z-Move;Any Pokémon adjacent to the battle opponent other than this Pokémon spin. Those that spin White Attacks move to the bench. This Pokémon gains Wait 3.;482;96
1109;Shattered Psyche;White Z-Move;If this Pokémon is on the field, this Pokémon moves to a point 3 steps away after battle;528;96
1110;Miss;Red;;10;8
1111;Thunder;White;;409;28
1112;Miss;Red;;10;8
1113;Thunder Jolt;White;If this Pokémon is knocked out when using this move, the battle opponent becomes paralyzed.;560;52
1114;Gigavolt Havoc;White Z-Move;The battle opponent and a succession of Pokémon adjacent to the battle opponent (other than this Pokémon) become paralyzed;521;96
1115;Dodge;Blue;;10;24
1116;Aura Sphere;Purple;Either the battle opponent or a Pokémon behind it in a straight line from this Pokémon is knocked out.;284;28
1117;Miss;Red;;10;8
1118;Metal Claw;White;;427;36
1119;All-Out Pummelling;White Z-Move;Attaches a Cracked marker to opposing Pokémon in a straight line directly behind the battle opponent;527;96
1120;Corkscrew Crash;White Z-Move;If the battle opponent is knocked out, then after the battle, this Pokémon moves to a point 2 steps away;377;96
1121;Miss;Red;;10;4
1122;Hard Shelled;White;Ifthis Pokémon is knocked out, the battle opponent gains an MP-2 marker;312;64
1123;Poison Sting;Purple;The opponent Pokémon is now Poisoned;271;28
1124;Acid Downpour;White Z-Move;All opposing Pokémon on the field spin. Those that spin White Attacks become Poisoned.;301;96
1125;Savage Spin-Out;White Z-Move;Attaches a MP-2 marker to opposing Pokémon within 2 steps.;444;96
1126;Miss;Red;;10;8
1127;Round;White;Damage is multiplied by the number of your own Pokémon on the field that also have Round;534;24
1128;Sing;Purple;The battle opponent falls asleep;263;32
1129;Miss;Red;;10;4
1130;Pound;White;;587;28
1131;Breakneck Blitz;White Z-Move;Pokémon knocked out by this Attack's damage are temporarily excluded from the duel, returning to the bench 7 turns later.;451;96
1132;Twinkle Tackle;Purple Z-Move;Moves the battle opponent to the bench;438;96
1133;Miss;Red;;10;8
1134;Heavy Slam;White;If the battle opponent has MP3 or higher, this Pokémon takes no damage and the battle opponent is knocked out;511;16
1135;Protect;Blue;This Pokémon gains Wait.;10;16
1136;Brutal Swing ;Purple;Adjacent opposing Pokémon are knocked 1 step back. Those Pokémon gain Wait.;365;16
1137;Miss;Red;;10;4
1138;Iron Tail;White;;512;36
1139;Continental Crush;Purple Z-Move;The battle opponent and opposing Pokémon adjacent to the battle opponent gain Wait 9;415;96
1140;Corkscrew Crash;White Z-Move;If the battle opponent is knocked out, then after the battle, this Pokémon moves to a point 2 steps away;334;96
1141;Detect;Blue;On the next turn, this Pokémon gains +1 MP;10;20
1142;Drive Kick;White;If the battle opponent is knocked out, this Pokémon claims its previous spot and gains Wait.;316;36
1143;Miss;Red;;10;16
1144;Mach Punch;Gold;;557;28
1145;All-Out Pummelling;White Z-Move;Attaches a Cracked marker to opposing Pokémon in a straight line directly behind the battle opponent;371;96
1146;Inferno Overdrive;White Z-Move;The battle opponent and the Pokémon in a straight line directly behind it become burned.;351;96
1147;Bite;White;;373;28
1148;Miss;Red;;10;12
1149;Water Gun;White;;525;48
1150;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;473;96
1151;Miss;Red;;10;8
1152;Hydro Pump;White;;502;32
1153;Round;White;Damage is multiplied by the number of your own Pokémon on the field that also have Round;395;32
1154;Miss;Red;;10;4
1155;Protect;Blue;This Pokémon gains Wait;10;20
1156;Hydro Vortex;White Z-Move;The battle opponent and opposing Pokémon within 2 steps of it become confused.;389;96
1157;Warp Hole;Purple;Switches the battle opponent for a Pokémon on the field, bench or P.C. Then, those Pokémon must wait 3;350;32
1158;Moonblast;White;;310;32
1159;Super Psy;White;If this Pokémon is knocked out , the battle opponent becomes confused.;368;24
1160;Miss;Red;;10;8
1161;Shattered Psyche;White Z-Move;If this Pokémon is on the field, this Pokémon moves to a point 3 steps away after battle;461;96
1162;Twinkle Tackle;Purple Z-Move;Moves the battle opponent to the bench;425;96
1163;Miss;Red;;10;4
1164;Supersonic;Purple;The battle opponent becomes confused;311;24
1165;Dragon Breath;White;;391;16
1166;Screech;Purple;All neighbor Pokémon now have Wait.;257;24
1167;Mud Shot;White;Attach MP-1 marker to the battle opponent.;599;28
1168;Tectonic Rage;Purple Z-Move;Knocks out the battle opponent;422;96
1169;Devastating Drake;Purple Z-Move;A Pokémon on the field spins. If it spins a Miss or a White Attack of 120 damage or more, it is knocked out;433;96
1170;Miss;Red;;10;4
1171;Torment;Purple;Both Pokémon spin twice. If the battle opponent spins the same Attack both times, it misses;329;36
1172;Faint Attack;White;;509;56
1173;Bloom Doom;White Z-Move;Removes all special conditions from your Pokémon;562;96
1174;Black Hole Eclipse;White Z-Move;Reduces the opponetn's Z-Move gauge by two thirds of its max value;312;96
1175;Pound;White;;526;28
1176;Fan Away;Purple;The battle opponent is knocked 1 step back and gains Wait;311;32
1177;Razor Wind;White;;443;28
1178;Miss;Red;;10;8
1179;Bloom Doom;White Z-Move;Removes all special conditions from your Pokémon;514;96
1180;Black Hole Eclipse;White Z-Move;Reduces the opponetn's Z-Move gauge by two thirds of its max value;417;96
1181;Moonblast;White;;484;20
1182;Super Psy;White;If this Pokémon is knocked out , the battle opponent becomes confused.;594;32
1183;Psycho Switch;Purple;Benches the battle opponent. This Pokémon will then switch with another of your Pokémon from the field, bench or P.C.;317;32
1184;Miss;Red;;10;12
1185;Shattered Psyche;White Z-Move;If this Pokémon is on the field, this Pokémon moves to a point 3 steps away after battle;328;96
1186;Twinkle Tackle;Purple Z-Move;Moves the battle opponent to the bench;402;96
1187;Miss;Red;;10;4
1188;Mega Hypnosis;Purple;The battle opponent falls Asleep;385;24
1189;Miss;Red;;10;4
1190;Clutch;White;;505;64
1191;Breakneck Blitz;White Z-Move;Pokémon knocked out by this Attack's damage are temporarily excluded from the duel, returning to the bench 7 turns later.;511;96
1192;Supersonic Skystrike;White Z-Move;Any Pokémon adjacent to the battle opponent other than this Pokémon spin. Those that spin White Attacks move to the bench. This Pokémon gains Wait 3.;420;96
1193;Confusion;White;;348;40
1194;Imprison;Purple;Attaches an Imprisoned marker to the battle opponent. While that marker is attached, the Attack the battle opponent spun this turn becomes a Miss.;387;44
1195;Miss;Red;;10;12
1196;Shattered Psyche;White Z-Move;If this Pokémon is on the field, this Pokémon moves to a point 3 steps away after battle;433;96
1197;Twinkle Tackle;Purple Z-Move;Moves the battle opponent to the bench;413;96
1198;Miss;Red;;10;8
1199;Extreme Speed;Gold;;558;28
1200;Dodge;Blue;;10;8
1201;Psychic;White;;526;52
1202;Shattered Psyche;White Z-Move;If this Pokémon is on the field, this Pokémon moves to a point 3 steps away after battle;554;96
1203;Miss;Red;;10;8
1204;Psychic;White;;381;16
1205;Psycho Boost;White;;599;24
1206;Psychic;White;;588;16
1207;Evade;Blue;;10;8
